,No. Pesanan,Status Pesanan,Nama Produk,Nama Variasi,Harga Setelah Diskon,Jumlah,Potongan Koin Shopee,Ongkos Kirim Dibayar oleh Pembeli,Total Pembayaran,Username (Pembeli),Kota/Kabupaten,Waktu Pembayaran,Pesanan Dibuat
4013,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
4014,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
4015,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
4016,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
4017,,,Cat lukis,"Hitam,20ml",Rp 5.600,1,,,,,,,
4018,,,Cat lukis,"Coklat,20ml",Rp 5.600,1,,,,,,,
4019,,,Giant waterbeads,"Standar,25 gram",Rp 6.500,2,,,,,,,
4020,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,2,,,,,,,
4021,,,Sponge brush,Roller,Rp 38.000,1,,,,,,,
4022,,,Sponge brush,Flower,Rp 20.000,1,,,,,,,
4023,200715CYQDTHTS,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 0,Rp 94.400,valenciavonnyyonatan,KOTA SURABAYA,2020-07-15 00:19,2020-07-15 00:19
4024,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
4025,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
4026,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
4027,,,50-100pcs pompom,"50pcs,2cm",Rp 14.000,1,,,,,,,
4028,,,Giant waterbeads,"Standar,25 gram",Rp 6.500,1,,,,,,,
4029,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,1,,,,,,,
4030,,,Sponge brush,Roller,Rp 38.000,1,,,,,,,
4031,200715DR9A4NCB,Selesai,Instant snow,,Rp 6.000,3,0.0,Rp 10.000,Rp 116.500,inesiaa,KAB. TANGERANG,2020-07-15 10:03,2020-07-15 07:39
4032,,,Animal play,Fish,Rp 49.500,1,,,,,,,
4033,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,3,,,,,,,
4034,200715E980TVEB,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 15.000,Rp 74.500,organichoney.id,KAB. KARO,2020-07-15 12:44,2020-07-15 12:42
4035,200715ED6WHH09,Selesai,50-100pcs pompom,"100pcs,2cm",Rp 27.500,1,0.0,Rp 0,Rp 236.000,yohannestoban,KOTA JAKARTA SELATAN,2020-07-15 13:53,2020-07-15 13:53
4036,,,Instant snow,,Rp 6.000,2,,,,,,,
4037,,,Animal play,Fish,Rp 49.500,1,,,,,,,
4038,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
4039,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,2,,,,,,,
4040,,,Sensory Rice 200 gram,Red,Rp 12.000,1,,,,,,,
4041,,,Sensory Rice 200 gram,Blue,Rp 12.000,1,,,,,,,
4042,,,Sensory Rice 200 gram,Green,Rp 12.000,1,,,,,,,
4043,,,Sensory Rice 200 gram,Yellow,Rp 12.000,1,,,,,,,
4044,,,Sensory Rice 200 gram,Black,Rp 12.000,1,,,,,,,
4045,200715ET9V1BPH,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 30.000,Rp 52.700,araga25,KAB. LAMONGAN,2020-07-15 17:48,2020-07-15 17:48
4046,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
4047,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
4048,,,Cat lukis,"Hitam,20ml",Rp 5.600,1,,,,,,,
4049,200715EUAKEWX6,Selesai,Instant snow,,Rp 6.000,2,0.0,Rp 0,Rp 160.000,bukabuku.project,KOTA BEKASI,2020-07-15 18:06,2020-07-15 18:06
4050,,,Sensory Rice 200 gram,Red,Rp 12.000,1,,,,,,,
4051,,,Sensory Rice 200 gram,Blue,Rp 12.000,1,,,,,,,
4052,,,Sensory Rice 200 gram,Green,Rp 12.000,1,,,,,,,
4053,,,Sensory Rice 200 gram,Orange,Rp 12.000,1,,,,,,,
4054,,,Meet the,Set 1&2,Rp 100.000,1,,,,,,,
4055,200716GCR44W9G,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 0,Rp 186.400,secret_health_shop,KOTA BEKASI,2020-07-16 08:51,2020-07-16 08:50
4056,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
4057,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
4058,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
4059,,,Coding and,,Rp 48.000,1,,,,,,,
4060,,,Giant waterbeads,"Standar,25 gram",Rp 6.500,1,,,,,,,
4061,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,1,,,,,,,
4062,,,Wipe and,,Rp 38.000,1,,,,,,,
4063,,,Sponge brush,Roller,Rp 38.000,1,,,,,,,
4064,,,Sponge brush,Flower,Rp 20.000,1,,,,,,,
4065,200716GJ5T2HVS,Selesai,Giant waterbeads,"Standar,25 gram",Rp 6.500,20,0.0,Rp 17.000,Rp 147.000,jessicasartika,KOTA JAKARTA UTARA,2020-07-16 10:30,2020-07-16 10:27
4066,200716GKAUQNKE,Selesai,50-100pcs pompom,"100pcs,2cm",Rp 27.500,1,0.0,Rp 17.000,Rp 141.000,freshty_arthatiani,KOTA JAKARTA UTARA,2020-07-16 10:48,2020-07-16 10:48
4067,,,Sort the,Pompom - ulat,Rp 70.500,1,,,,,,,
4068,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,2,,,,,,,
4069,200716GPJWY3A1,Selesai,Sensory Rice Ocean,,Rp 62.500,1,59.0,Rp 10.000,Rp 282.941,lovely2407,KOTA TANGERANG SELATAN,2020-07-16 11:47,2020-07-16 11:46
4070,,,Instant snow,,Rp 6.000,2,,,,,,,
4071,,,Animal play,Fish,Rp 49.500,1,,,,,,,
4072,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
4073,,,Animal play,Animal forest,Rp 62.000,1,,,,,,,
4074,,,Giant waterbeads,"Standar,25 gram",Rp 6.500,2,,,,,,,
4075,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,1,,,,,,,
4076,200716GSJ6W7PV,Selesai,Sensory Rice 200 gram,Red,Rp 12.000,1,0.0,Rp 0,Rp 84.000,earnesty,KOTA TANGERANG,2020-07-16 12:40,2020-07-16 12:40
4077,,,Sensory Rice 200 gram,Blue,Rp 12.000,1,,,,,,,
4078,,,Sensory Rice 200 gram,Green,Rp 12.000,1,,,,,,,
4079,,,Sensory Rice 200 gram,Yellow,Rp 12.000,1,,,,,,,
4080,,,Sensory Rice 200 gram,Soft purple,Rp 12.000,1,,,,,,,
4081,,,Sensory Rice 200 gram,Orange,Rp 12.000,1,,,,,,,
4082,,,Sensory Rice 200 gram,Pink,Rp 12.000,1,,,,,,,
4083,200716GSNFC2AY,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 0,Rp 96.900,earnesty,KOTA TANGERANG,2020-07-16 12:42,2020-07-16 12:42
4084,,,Kanvas lukis,,Rp 12.200,2,,,,,,,
4085,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,1,,,,,,,
4086,200716H5HWWTUQ,Selesai,Instant snow,,Rp 6.000,1,0.0,Rp 10.000,Rp 46.690,cindyatmadja,KOTA JAKARTA BARAT,2020-07-16 16:15,2020-07-16 16:14
4087,,,Sensory Rice 200 gram,1 paket @50gr,Rp 30.000,1,,,,,,,
4088,200716H94UG07Y,Selesai,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,2,0.0,Rp 10.000,Rp 36.000,fitrihagia,KOTA JAKARTA SELATAN,2020-07-16 17:19,2020-07-16 17:19
4089,200716HBNQS3QX,Selesai,Giant waterbeads,"Standar,25 gram",Rp 6.500,1,0.0,Rp 10.000,Rp 42.500,risyakurnia218,KAB. BEKASI,2020-07-16 18:04,2020-07-16 18:04
4090,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,2,,,,,,,
4091,200716HG267GFG,Batal,Boneka talking,Merah,Rp 82.500,1,0.0,Rp 10.000,Rp 92.500,deliarahmadeliarahma13,KOTA JAKARTA BARAT,-,2020-07-16 19:22
4092,200716HM6PE6K6,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 0,Rp 59.500,jtan31,KOTA SURABAYA,2020-07-16 20:37,2020-07-16 20:36
4093,200716HS4N04UA,Batal,Sort the,Pompom - ulat,Rp 70.500,1,0.0,Rp 10.000,Rp 80.500,angellinekesuma,KOTA JAKARTA UTARA,-,2020-07-16 22:05
4094,200717K279DHP6,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 17.000,Rp 96.100,ariena.melissa,KOTA JAKARTA TIMUR,2020-07-17 10:20,2020-07-17 10:20
4095,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
4096,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
4097,,,Kanvas lukis,,Rp 16.000,2,,,,,,,
4098,,,Sensory Rice 200 gram,1 paket @50gr,Rp 30.000,1,,,,,,,
4099,200717K4QKC06Y,Selesai,Montessori tray,"Hitam,Besar",Rp 30.000,2,0.0,Rp 20.000,Rp 180.000,tyas.idealistyana28,KOTA JAKARTA BARAT,2020-07-17 11:09,2020-07-17 11:05
4100,,,Sponge brush,Flower,Rp 20.000,2,,,,,,,
4101,,,Sensory Rice 200 gram,1 paket @50gr,Rp 30.000,2,,,,,,,
4102,200717K5BMQFFM,Selesai,Cat lukis,"Merah,80ml",Rp 17.500,1,0.0,Rp 0,Rp 85.000,annisanug,KOTA JAKARTA SELATAN,2020-07-17 11:16,2020-07-17 11:16
4103,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
4104,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
4105,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
4106,,,Instant snow,,Rp 6.000,3,,,,,,,
4107,200717K9T5RY48,Batal,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,2,0.0,Rp 10.000,Rp 38.500,putri_s07,KAB. KARAWANG,-,2020-07-17 12:36
4108,200717KAQUNRFA,Selesai,Instant snow,,Rp 6.000,3,0.0,Rp 0,Rp 174.000,mei.fang19,KOTA PEKANBARU,2020-07-17 12:53,2020-07-17 12:52
4109,,,Montessori tray,"Hitam,Besar",Rp 30.000,1,,,,,,,
4110,,,Giant waterbeads,"Standar,25 gram",Rp 6.500,2,,,,,,,
4111,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,1,,,,,,,
4112,,,Meet the,Set 1&2,Rp 100.000,1,,,,,,,
4113,200717KAUPSRV0,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 10.000,Rp 97.000,denish.saurus,KOTA DEPOK,2020-07-18 09:50,2020-07-17 12:55
4114,,,Instant snow,,Rp 6.000,2,,,,,,,
4115,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,1,,,,,,,
4116,200717KBNT1KRG,Batal,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,1,0.0,Rp 10.000,Rp 23.000,081291469207.081219633125,KOTA JAKARTA SELATAN,-,2020-07-17 13:09
4117,200717KVDB13HC,Selesai,Cat lukis,"Hijau,20ml",Rp 5.800,10,0.0,Rp 0,Rp 58.000,jollymollyproject,KOTA SEMARANG,2020-07-17 18:09,2020-07-17 18:09
4118,200717KWSHQWRP,Selesai,Sensory Rice Ocean,,Rp 62.500,1,0.0,Rp 0,Rp 176.000,liekehalimsubrata,KOTA SURABAYA,2020-07-17 18:34,2020-07-17 18:33
4119,,,Sort the,Pompom - ulat,Rp 70.500,1,,,,,,,
4120,,,Instant snow,,Rp 6.000,5,,,,,,,
4121,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,1,,,,,,,
4122,200717M4NWBR9A,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 38.000,Rp 156.400,ayka_joy,KOTA SEMARANG,2020-07-17 20:39,2020-07-17 20:37
4123,,,Cat lukis,"Pink,20ml",Rp 5.500,1,,,,,,,
4124,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
4125,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
4126,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
4127,,,Kanvas lukis,,Rp 16.000,2,,,,,,,
4128,,,Sponge brush,Roller,Rp 38.000,1,,,,,,,
4129,,,Sponge brush,Flower,Rp 20.000,1,,,,,,,
4130,200717M9KEUXJV,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 0,Rp 59.300,destiharia,KOTA PALEMBANG,2020-07-17 22:28,2020-07-17 22:05
4131,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
4132,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
4133,,,Kanvas lukis,,Rp 16.000,1,,,,,,,
4134,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,2,,,,,,,
4135,200717MC1JW1T6,Selesai,50-100pcs pompom,"50pcs,2cm",Rp 14.000,1,0.0,Rp 10.000,Rp 49.200,rescuemha,KOTA JAKARTA UTARA,2020-07-17 22:50,2020-07-17 22:48
4136,,,Kanvas lukis,,Rp 12.200,1,,,,,,,
4137,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,1,,,,,,,
4138,200718N6KRGNHC,Selesai,Instant snow,,Rp 6.000,4,0.0,Rp 6.000,Rp 129.000,felitahar,KOTA BLITAR,2020-07-18 06:44,2020-07-18 06:44
4139,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
4140,,,Sponge brush,Roller,Rp 38.000,1,,,,,,,
4141,200718NG9KWFJW,Batal,Sensory Rice 200 gram,Red,Rp 12.000,1,289.0,Rp 20.000,Rp 107.341,velzcollection,KOTA JAKARTA BARAT,-,2020-07-18 09:37
4142,,,Sensory Rice 200 gram,Blue,Rp 12.000,1,,,,,,,
4143,,,Sensory Rice 200 gram,Green,Rp 12.000,1,,,,,,,
4144,,,Sensory Rice 200 gram,Yellow,Rp 12.000,1,,,,,,,
4145,,,Sensory Rice 200 gram,Soft purple,Rp 12.000,1,,,,,,,
4146,,,Sensory Rice 200 gram,Orange,Rp 12.000,1,,,,,,,
4147,,,Sensory Rice 200 gram,Pink,Rp 12.000,1,,,,,,,
4148,200718NGRDQ5JP,Selesai,Instant snow,,Rp 6.000,5,0.0,Rp 0,Rp 105.000,ivan_chrisss,KOTA SURABAYA,2020-07-18 09:46,2020-07-18 09:45
4149,,,Animal play,Animal forest,Rp 62.000,1,,,,,,,
4150,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,1,,,,,,,
4151,200718NGS7PDR1,Selesai,Sensory Rice 200 gram,Red,Rp 12.000,1,289.0,Rp 15.000,Rp 102.166,velzcollection,KOTA JAKARTA BARAT,2020-07-18 09:47,2020-07-18 09:46
4152,,,Sensory Rice 200 gram,Blue,Rp 12.000,1,,,,,,,
4153,,,Sensory Rice 200 gram,Green,Rp 12.000,1,,,,,,,
4154,,,Sensory Rice 200 gram,Yellow,Rp 12.000,1,,,,,,,
4155,,,Sensory Rice 200 gram,Soft purple,Rp 12.000,1,,,,,,,
4156,,,Sensory Rice 200 gram,Orange,Rp 12.000,1,,,,,,,
4157,,,Sensory Rice 200 gram,Pink,Rp 12.000,1,,,,,,,
4158,200718NHW0WMUY,Selesai,Coding and,,Rp 48.000,1,0.0,Rp 0,Rp 108.000,asri_dh,KOTA TANGERANG SELATAN,2020-07-18 10:06,2020-07-18 10:06
4159,,,Feed the,Bear,Rp 10.000,1,,,,,,,
4160,,,Feed the,Dino,Rp 10.000,1,,,,,,,
4161,,,Feed the,Seahorse,Rp 10.000,1,,,,,,,
4162,,,Sensory Rice 200 gram,1 paket @50gr,Rp 30.000,1,,,,,,,
4163,200718NNXMKHT3,Selesai,Kanvas lukis,,Rp 12.200,3,0.0,Rp 17.000,Rp 54.136,fetrisiahadeli,KOTA JAKARTA UTARA,2020-07-18 11:18,2020-07-18 11:18
4164,200718NVD89G76,Batal,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,1,0.0,Rp 10.000,Rp 23.000,081291469207.081219633125,KOTA JAKARTA SELATAN,-,2020-07-18 13:14
4165,200718NWC2JG2G,Selesai,Cat lukis,"Merah,80ml",Rp 17.500,1,0.0,Rp 10.000,Rp 127.000,keikoai,KOTA JAKARTA BARAT,2020-07-19 13:06,2020-07-18 13:31
4166,,,Cat lukis,"Pink,80ml",Rp 16.500,1,,,,,,,
4167,,,Cat lukis,"Orange,80ml",Rp 17.000,1,,,,,,,
4168,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
4169,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
4170,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
4171,,,Cat lukis,"Hitam,80ml",Rp 16.500,1,,,,,,,
4172,200718P7UXE0RN,Selesai,Wooden rail,A,Rp 200.000,1,0.0,Rp 17.000,Rp 341.000,pay1707,KOTA JAKARTA UTARA,2020-07-18 16:39,2020-07-18 16:39
4173,,,Instant snow,,Rp 6.000,1,,,,,,,
4174,,,Animal play,Animal forest,Rp 62.000,1,,,,,,,
4175,,,Montessori tray,"Hitam,Besar",Rp 30.000,1,,,,,,,
4176,,,Giant waterbeads,"Standar,25 gram",Rp 6.500,2,,,,,,,
4177,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,1,,,,,,,
4178,200719QE5XEER5,Selesai,Coding and,,Rp 48.000,1,14.0,Rp 0,Rp 85.986,veastari,KOTA DEPOK,2020-07-19 04:05,2020-07-19 04:05
4179,,,Wipe and,,Rp 38.000,1,,,,,,,
4180,200719QRCF2C32,Batal,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 20.000,Rp 56.419,noorsuji90,KOTA BEKASI,-,2020-07-19 07:07
4181,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
4182,,,Kanvas lukis,,Rp 12.200,2,,,,,,,
4183,200719QW1H75FK,Selesai,Animal play,Animal forest,Rp 62.000,1,15083.0,Rp 0,Rp 76.917,saputra.tan77,KOTA JAKARTA TIMUR,2020-07-19 08:31,2020-07-19 08:31
4184,,,Sensory Rice 200 gram,1 paket @50gr,Rp 30.000,1,,,,,,,
4185,200719QXEENJFT,Batal,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 10.000,Rp 99.400,zara_mutia,KAB. TEMANGGUNG,2020-07-19 08:56,2020-07-19 08:56
4186,,,Cat lukis,"Pink,20ml",Rp 5.500,1,,,,,,,
4187,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
4188,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
4189,,,Cat lukis,"Hijau,20ml",Rp 5.800,2,,,,,,,
4190,,,Cat lukis,"Hitam,20ml",Rp 5.600,1,,,,,,,
4191,,,Cat lukis,"Coklat,20ml",Rp 5.600,1,,,,,,,
4192,,,Instant snow,,Rp 6.000,4,,,,,,,
4193,,,Sponge brush,Flower,Rp 20.000,1,,,,,,,
4194,200719QYF4RWEH,Selesai,Sensory Rice 200 gram,1 paket @50gr,Rp 30.000,1,0.0,Rp 19.000,Rp 49.716,intandwirose,KOTA BANJAR,2020-07-19 09:57,2020-07-19 09:14
4195,200719QYKTB0CS,Batal,Sensory Rice Ocean,,Rp 62.500,1,0.0,Rp 37.000,Rp 141.500,claudiardenia,KOTA MEDAN,-,2020-07-19 09:17
4196,,,Montessori tray,"Hitam,Besar",Rp 30.000,1,,,,,,,
4197,,,Sensory Rice 200 gram,Blue,Rp 12.000,1,,,,,,,
4198,200719R1PT5KF5,Selesai,Sensory Rice Ocean,,Rp 62.500,1,0.0,Rp 37.000,Rp 123.500,claudiardenia,KOTA MEDAN,2020-07-19 09:54,2020-07-19 09:54
4199,,,Sensory Rice 200 gram,Blue,Rp 12.000,2,,,,,,,
4200,200719R7NMRJPX,Selesai,Giant waterbeads,"Standar,25 gram",Rp 6.500,1,443.0,Rp 10.000,Rp 29.057,beautycarebysaz,KOTA JAKARTA SELATAN,2020-07-19 15:49,2020-07-19 11:41
4201,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,1,,,,,,,
4202,200719RQFR0Q4T,Selesai,Cat lukis,"Pink,20ml",Rp 5.500,1,0.0,Rp 20.000,Rp 82.900,toegiono,KOTA JAKARTA SELATAN,2020-07-19 16:24,2020-07-19 16:24
4203,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
4204,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
4205,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
4206,,,Kanvas lukis,,Rp 16.000,1,,,,,,,
4207,,,Kanvas lukis,,Rp 12.200,2,,,,,,,
4208,200719RSB7J2XP,Selesai,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,3,0.0,Rp 0,Rp 92.500,itsanggita,KOTA TANGERANG SELATAN,2020-07-19 16:57,2020-07-19 16:57
4209,,,Meet the,Set 2,Rp 53.500,1,,,,,,,
4210,200719RT1S9YBJ,Selesai,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,5,0.0,Rp 41.000,Rp 106.000,cheilsyeafujiati,KOTA BANJARMASIN,2020-07-19 17:13,2020-07-19 17:10
4211,200719RU2BR3MP,Selesai,Kanvas lukis,,Rp 12.200,2,6100.0,Rp 10.000,Rp 28.300,jocelynniris,KOTA TANGERANG SELATAN,2020-07-19 17:28,2020-07-19 17:28
4212,200719RY25XV1S,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 0,Rp 102.400,nidyadieta,KOTA BEKASI,2020-07-19 18:40,2020-07-19 18:39
4213,,,Cat lukis,"Merah,20ml",Rp 5.900,1,,,,,,,
4214,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
4215,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
4216,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
4217,,,Sponge brush,Flower,Rp 20.000,1,,,,,,,
4218,200719RYQ7QS10,Selesai,Kanvas lukis,,Rp 12.200,2,0.0,Rp 10.000,Rp 34.400,elenna_tricia,KOTA JAKARTA UTARA,2020-07-19 18:51,2020-07-19 18:51
4219,200719S0YAX7VK,Selesai,Animal play,Aquamarine,Rp 61.000,1,0.0,Rp 7.000,Rp 98.000,lizzytherainbow,KAB. SUKOHARJO,2020-07-19 19:14,2020-07-19 19:14
4220,,,Sensory Rice 200 gram,1 paket @50gr,Rp 30.000,1,,,,,,,
4221,200719S4TT7KXV,Selesai,Kanvas lukis,,Rp 12.200,1,0.0,Rp 15.000,Rp 96.200,bhaktiaryaningtyas,KAB. BOGOR,2020-07-19 20:25,2020-07-19 20:23
4222,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,1,,,,,,,
4223,,,Sponge brush,Flower,Rp 20.000,1,,,,,,,
4224,,,Sensory Rice 200 gram,Blue,Rp 12.000,1,,,,,,,
4225,,,Sensory Rice 200 gram,Yellow,Rp 12.000,1,,,,,,,
4226,,,Sensory Rice 200 gram,Pink,Rp 12.000,1,,,,,,,
4227,200719SBFQ1SNR,Batal,Giant waterbeads,"Standar,25 gram",Rp 6.500,4,0.0,Rp 10.000,Rp 231.000,jessicasartika,KOTA JAKARTA UTARA,2020-07-19 22:23,2020-07-19 22:22
4228,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,15,,,,,,,
4229,200719SC5YD9UC,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,1,0.0,Rp 26.000,Rp 149.400,choirunn.nissa,KOTA MALANG,2020-07-19 22:34,2020-07-19 22:34
4230,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
4231,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
4232,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
4233,,,Instant snow,,Rp 6.000,2,,,,,,,
4234,,,Animal play,Aquamarine,Rp 61.000,1,,,,,,,
4235,,,Giant waterbeads,"Standar,10 gram",Rp 3.500,1,,,,,,,
4236,,,Sensory Rice 200 gram,Blue,Rp 12.000,1,,,,,,,
4237,,,Sensory Rice 200 gram,Green,Rp 12.000,1,,,,,,,
4238,200719SD5S3R6C,Selesai,Coding and,,Rp 48.000,1,0.0,Rp 0,Rp 75.990,bacinenggeulis_dps,KAB. GIANYAR,2020-07-19 22:54,2020-07-19 22:52
4239,,,Giant waterbeads,"Standar,25 gram",Rp 6.500,1,,,,,,,
4240,,,Sponge brush,Flower,Rp 20.000,1,,,,,,,
4241,200720SH7WTGXR,Selesai,Instant snow,,Rp 6.000,4,0.0,Rp 10.000,Rp 47.000,ghits_1212,KOTA TANGERANG,2020-07-20 06:58,2020-07-20 00:05
4242,,,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,1,,,,,,,
4243,200720TH7W8WY6,Selesai,Kanvas lukis,,Rp 12.200,2,0.0,Rp 10.000,Rp 54.944,chie2929,KOTA DEPOK,2020-07-20 09:38,2020-07-20 09:37
4244,,,Sponge brush,Flower,Rp 20.000,1,,,,,,,
4245,200720TMW5QWSW,Selesai,Cat lukis,"Merah,80ml",Rp 17.500,1,0.0,Rp 20.000,Rp 134.028,kanialeia,KAB. BEKASI,2020-07-20 10:44,2020-07-20 10:43
4246,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
4247,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
4248,,,Cat lukis,"Hitam,80ml",Rp 16.500,1,,,,,,,
4249,,,Kanvas lukis,,Rp 12.200,2,,,,,,,
4250,,,Sponge brush,Flower,Rp 20.000,1,,,,,,,
4251,200720TR26WGSD,Selesai,Cat lukis,"Merah,20ml",Rp 5.900,46,0.0,Rp 40.000,Rp 966.600,ellisatisbiawati,KOTA TANGERANG SELATAN,2020-07-20 11:41,2020-07-20 11:39
4252,,,Cat lukis,"Pink,20ml",Rp 5.500,18,,,,,,,
4253,,,Cat lukis,"Orange,20ml",Rp 5.800,18,,,,,,,
4254,,,Cat lukis,"Kuning,20ml",Rp 5.600,21,,,,,,,
4255,,,Cat lukis,"Biru muda,20ml",Rp 5.600,22,,,,,,,
4256,,,Cat lukis,"Hijau,20ml",Rp 5.800,19,,,,,,,
4257,,,Cat lukis,"Coklat,20ml",Rp 5.600,18,,,,,,,
4258,200720TVS4A0EW,Selesai,Giant waterbeads,"Jumbo/giant,25 gram",Rp 13.000,1,0.0,Rp 10.000,Rp 23.000,n3ng_amel,KOTA TANGERANG,2020-07-20 13:04,2020-07-20 13:04
4259,200720TWTS0FM4,Batal,Deli washable,,Rp 59.500,1,0.0,Rp 15.000,Rp 193.967,lydiaelizabeth88,KOTA JAKARTA UTARA,-,2020-07-20 13:23
4260,,,Cat lukis,"Merah,20ml",Rp 5.900,1,,,,,,,
4261,,,Cat lukis,"Pink,20ml",Rp 5.500,1,,,,,,,
4262,,,Cat lukis,"Orange,20ml",Rp 5.800,1,,,,,,,
4263,,,Cat lukis,"Kuning,20ml",Rp 5.600,1,,,,,,,
4264,,,Cat lukis,"Biru muda,20ml",Rp 5.600,1,,,,,,,
4265,,,Cat lukis,"Hijau,20ml",Rp 5.800,1,,,,,,,
4266,,,Cat lukis,"Hitam,20ml",Rp 5.600,1,,,,,,,
