,No. Pesanan,Status Pesanan,Nama Produk,Nama Variasi,Harga Setelah Diskon,Jumlah,Potongan Koin Shopee,Ongkos Kirim Dibayar oleh Pembeli,Total Pembayaran,Username (Pembeli),Kota/Kabupaten,Waktu Pembayaran,Pesanan Dibuat
254,200327VRB2K2BE,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 0,Rp 59.500,vinher14,KAB. BEKASI,2020-03-27 13:03,2020-03-27 13:03
255,200327VSENGK5R,Selesai,Giotto super,"Merah,20ml",Rp 5.500,1,0.0,Rp 0,Rp 22.000,reshitarizkia12,KOTA BANDUNG,2020-03-27 13:23,2020-03-27 13:23
256,,,Giotto super,"Kuning,20ml",Rp 5.500,1,,,,,,,
257,,,Giotto super,"Biru muda,20ml",Rp 5.500,1,,,,,,,
258,,,Giotto super,"Hijau,20ml",Rp 5.500,1,,,,,,,
259,20032701NP5BY1,Selesai,Giotto super,"Merah,20ml",Rp 5.500,1,0.0,Rp 0,Rp 22.000,mericka03,KOTA DEPOK,2020-03-27 16:50,2020-03-27 16:50
260,,,Giotto super,"Kuning,20ml",Rp 5.500,1,,,,,,,
261,,,Giotto super,"Biru,20ml",Rp 5.500,1,,,,,,,
262,,,Giotto super,"Hijau,20ml",Rp 5.500,1,,,,,,,
263,2003270BB2VYV0,Selesai,Giotto super,"Merah,20ml",Rp 5.500,1,311.0,Rp 0,Rp 5.189,endangisma,KAB. BEKASI,2020-03-27 19:44,2020-03-27 19:43
264,2003270M2VEH47,Selesai,Giant waterbeads,"25 gram,Besar",Rp 3.500,3,0.0,Rp 0,Rp 10.500,alfadzrina,KOTA BANDUNG,2020-03-27 22:19,2020-03-27 22:19
265,2003280PJQY14Y,Selesai,Giotto super,"Merah,20ml",Rp 5.500,1,5283.0,Rp 0,Rp 32.717,hokivastore,KOTA TANGERANG SELATAN,2020-03-27 23:04,2020-03-27 23:04
266,,,Giotto super,"Kuning,20ml",Rp 5.500,1,,,,,,,
267,,,Giotto super,"Biru muda,20ml",Rp 5.500,1,,,,,,,
268,,,Scooper scissors,,Rp 21.500,1,,,,,,,
269,2003280RA3VRK6,Selesai,Giotto super,"Merah,20ml",Rp 5.500,1,0.0,Rp 0,Rp 27.900,karinasiwi,KOTA JAKARTA TIMUR,2020-03-27 23:35,2020-03-27 23:35
270,,,Giotto super,"Pink,20ml",Rp 5.700,1,,,,,,,
271,,,Giotto super,"Kuning,20ml",Rp 5.500,1,,,,,,,
272,,,Giotto super,"Biru,20ml",Rp 5.500,1,,,,,,,
273,,,Giotto super,"Ungu,20ml",Rp 5.700,1,,,,,,,
274,2003281YHDVS5N,Selesai,Giotto super,"Merah,20ml",Rp 5.500,1,0.0,Rp 32.000,Rp 70.900,stellaryz,KOTA JAKARTA SELATAN,2020-03-28 11:18,2020-03-28 11:17
275,,,Giotto super,"Pink,20ml",Rp 5.700,1,,,,,,,
276,,,Giotto super,"Kuning,20ml",Rp 5.500,1,,,,,,,
277,,,Giotto super,"Biru,20ml",Rp 5.500,1,,,,,,,
278,,,Giotto super,"Biru muda,20ml",Rp 5.500,1,,,,,,,
279,,,Giotto super,"Ungu,20ml",Rp 5.700,1,,,,,,,
280,,,Giotto super,"Hijau,20ml",Rp 5.500,1,,,,,,,
281,2003282E7EH21F,Selesai,Giotto super,"Merah,20ml",Rp 5.500,1,115.0,Rp 13.000,Rp 51.985,dina_hijabros,KAB. CILACAP,2020-03-28 15:40,2020-03-28 15:40
282,,,Giotto super,"Pink,20ml",Rp 5.700,1,,,,,,,
283,,,Giotto super,"Orange,20ml",Rp 5.700,1,,,,,,,
284,,,Giotto super,"Kuning,20ml",Rp 5.500,1,,,,,,,
285,,,Giotto super,"Biru,20ml",Rp 5.500,1,,,,,,,
286,,,Giotto super,"Ungu,20ml",Rp 5.700,1,,,,,,,
287,,,Giotto super,"Hijau,20ml",Rp 5.500,1,,,,,,,
288,2003282RX1WNX3,Selesai,Giotto super,"Biru muda,20ml",Rp 5.500,1,1137.0,Rp 2.000,Rp 106.063,dwiastutibudiarto,KAB. SLEMAN,2020-03-28 18:51,2020-03-28 18:51
289,,,Giotto super,"Ungu,20ml",Rp 5.700,1,,,,,,,
290,,,Giotto super,"Merah,80ml",Rp 16.500,1,,,,,,,
291,,,Giotto super,"Orange,80ml",Rp 17.000,1,,,,,,,
292,,,Giotto super,"Kuning,80ml",Rp 16.500,1,,,,,,,
293,,,Giotto super,"Biru,80ml",Rp 16.500,1,,,,,,,
294,,,Giotto super,"Hijau,80ml",Rp 16.500,1,,,,,,,
295,,,Giotto super,"Hitam,20ml",Rp 5.500,1,,,,,,,
296,,,Giotto super,"Putih,20ml",Rp 5.500,1,,,,,,,
297,2003293FF2WTBX,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 0,Rp 59.500,vinessaerika,KOTA TANGERANG SELATAN,2020-03-29 01:35,2020-03-29 01:34
298,2003294QNVN5SU,Selesai,Animal play,Fish,Rp 48.500,1,0.0,Rp 0,Rp 48.985,jesiscanatalia,KOTA JAKARTA PUSAT,2020-03-29 13:34,2020-03-29 13:34
299,2003295HWE1DBC,Selesai,Painting set,20x20,Rp 92.000,1,12553.0,Rp 0,Rp 91.447,renny_moi,KOTA TANGERANG,2020-03-29 21:24,2020-03-29 21:24
300,,,Giant waterbeads,"50 gram,Besar",Rp 6.000,2,,,,,,,
301,2003306K9VBHS6,Batal,Giant waterbeads,"50 gram,Besar",Rp 6.000,3,0.0,Rp 37.000,Rp 55.550,00000nia,KOTA PONTIANAK,2020-03-30 07:21,2020-03-30 07:21
302,2003307KNQRRGY,Selesai,Giotto super,"Merah,80ml",Rp 16.500,1,0.0,Rp 0,Rp 117.000,shantytang,KOTA JAKARTA UTARA,2020-03-30 17:04,2020-03-30 17:00
303,,,Giotto super,"Pink,80ml",Rp 17.000,1,,,,,,,
304,,,Giotto super,"Kuning,80ml",Rp 16.500,1,,,,,,,
305,,,Giotto super,"Biru,80ml",Rp 16.500,1,,,,,,,
306,,,Giotto super,"Ungu,80ml",Rp 17.000,2,,,,,,,
307,,,Giotto super,"Hijau,80ml",Rp 16.500,1,,,,,,,
308,2003307WRFSK7A,Selesai,Giotto super,"Merah,20ml",Rp 5.500,1,0.0,Rp 17.000,Rp 82.214,ltlbubles,KOTA JAKARTA TIMUR,2020-03-30 20:01,2020-03-30 20:01
309,,,Giotto super,"Pink,20ml",Rp 5.700,1,,,,,,,
310,,,Giotto super,"Kuning,20ml",Rp 5.500,1,,,,,,,
311,,,Giotto super,"Biru,20ml",Rp 5.500,1,,,,,,,
312,,,Giotto super,"Ungu,20ml",Rp 5.700,1,,,,,,,
313,,,Giotto super,"Hijau,20ml",Rp 5.500,1,,,,,,,
314,,,Giotto super,"Putih,20ml",Rp 5.500,1,,,,,,,
315,,,50-100pcs pompom,"50pcs,2cm",Rp 13.500,1,,,,,,,
316,,,Giant waterbeads,"50 gram,Besar",Rp 6.000,2,,,,,,,
317,2003307X0583JK,Selesai,Giotto super,"Pink,20ml",Rp 5.700,1,900.0,Rp 9.000,Rp 85.500,serliszyabiran21,KOTA DEPOK,2020-03-30 20:10,2020-03-30 20:05
318,,,Giotto super,"Ungu,20ml",Rp 5.700,1,,,,,,,
319,,,Giotto super,"Merah,80ml",Rp 16.500,1,,,,,,,
320,,,Giotto super,"Kuning,80ml",Rp 16.500,1,,,,,,,
321,,,Giotto super,"Biru,80ml",Rp 16.500,1,,,,,,,
322,,,Giotto super,"Hijau,80ml",Rp 16.500,1,,,,,,,
323,2003318GG7GH98,Selesai,Kanvas lukis,20x20,Rp 12.000,3,0.0,Rp 10.000,Rp 46.000,silviamelinda,KOTA JAKARTA BARAT,2020-03-31 01:36,2020-03-31 01:36
324,20033194A7N5PE,Selesai,Giotto super,"Merah,80ml",Rp 16.500,1,0.0,Rp 20.000,Rp 228.000,tamara.nurilla,KOTA JAKARTA TIMUR,2020-03-31 07:32,2020-03-31 07:31
325,,,Giotto super,"Pink,80ml",Rp 17.000,1,,,,,,,
326,,,Giotto super,"Kuning,80ml",Rp 16.500,1,,,,,,,
327,,,Giotto super,"Biru,80ml",Rp 16.500,1,,,,,,,
328,,,Giotto super,"Hijau,80ml",Rp 16.500,1,,,,,,,
329,,,Giotto super,"Hitam,80ml",Rp 16.500,1,,,,,,,
330,,,Giotto super,"Putih,80ml",Rp 16.500,1,,,,,,,
331,,,Painting set,20x20,Rp 92.000,1,,,,,,,
332,20033198GPP5SQ,Selesai,Giotto super,"Merah,80ml",Rp 16.500,1,0.0,Rp 0,Rp 49.500,destafinda,KAB. BEKASI,2020-03-31 08:47,2020-03-31 08:46
333,,,Giotto super,"Kuning,80ml",Rp 16.500,1,,,,,,,
334,,,Giotto super,"Biru,80ml",Rp 16.500,1,,,,,,,
335,2003319J8Y9WXV,Selesai,Giotto super,"Merah,80ml",Rp 16.500,1,0.0,Rp 0,Rp 199.000,lupisena3007,KOTA TANGERANG,2020-03-31 12:02,2020-03-31 11:41
336,,,Giotto super,"Pink,80ml",Rp 17.000,1,,,,,,,
337,,,Giotto super,"Kuning,80ml",Rp 16.500,1,,,,,,,
338,,,Giotto super,"Biru,80ml",Rp 16.500,1,,,,,,,
339,,,Giotto super,"Hijau,80ml",Rp 16.500,1,,,,,,,
340,,,Painting set,20x20,Rp 92.000,1,,,,,,,
341,,,Kanvas lukis,20x20,Rp 12.000,2,,,,,,,
342,2003319MVT8371,Selesai,Giotto super,"Merah,20ml",Rp 5.500,2,0.0,Rp 14.000,Rp 47.000,yudha_80,KOTA MAGELANG,2020-03-31 12:28,2020-03-31 12:27
343,,,Giotto super,"Kuning,20ml",Rp 5.500,2,,,,,,,
344,,,Giotto super,"Biru,20ml",Rp 5.500,2,,,,,,,
345,2003319USC0E66,Selesai,50-100pcs pompom,"100pcs,1,5cm",Rp 16.500,2,8250.0,Rp 24.000,Rp 48.750,coegois,KOTA JAKARTA BARAT,2020-03-31 14:36,2020-03-31 14:31
346,200331A7K006AK,Selesai,50-100pcs pompom,"100pcs,1,2cm",Rp 11.900,1,0.0,Rp 2.000,Rp 33.400,ginatnv,KOTA BANDUNG,2020-03-31 18:02,2020-03-31 18:02
347,,,50-100pcs pompom,"50pcs,2cm",Rp 13.500,1,,,,,,,
348,,,Giant waterbeads,"50 gram,Besar",Rp 6.000,1,,,,,,,
349,200331AGVJYVKC,Selesai,Giotto super,"Merah,20ml",Rp 5.500,1,0.0,Rp 10.000,Rp 32.480,husinals,KOTA DEPOK,2020-03-31 20:51,2020-03-31 20:48
350,,,Giotto super,"Kuning,20ml",Rp 5.500,1,,,,,,,
351,,,Giotto super,"Biru,20ml",Rp 5.500,1,,,,,,,
352,,,Giotto super,"Hijau,20ml",Rp 5.500,1,,,,,,,
353,200331AHKVCF4D,Selesai,Deli washable,,Rp 59.500,1,11447.0,Rp 0,Rp 48.053,dwiifah,KOTA DEPOK,2020-03-31 21:02,2020-03-31 21:01
354,200331ANW8GX66,Selesai,Giant waterbeads,"50 gram,Besar",Rp 6.000,1,0.0,Rp 9.000,Rp 21.000,emynovita15,KOTA JAKARTA BARAT,2020-03-31 22:20,2020-03-31 22:18
355,,,Giant waterbeads,"50 gram,Kecil",Rp 6.000,1,,,,,,,
356,200401B1BUNQAH,Batal,Giotto super,"Merah,20ml",Rp 5.500,1,0.0,Rp 12.000,Rp 56.600,septayose,KAB. BANTUL,-,2020-04-01 01:43
357,,,Giotto super,"Pink,20ml",Rp 5.700,1,,,,,,,
358,,,Giotto super,"Orange,20ml",Rp 5.700,1,,,,,,,
359,,,Giotto super,"Kuning,20ml",Rp 5.500,1,,,,,,,
360,,,Giotto super,"Biru,20ml",Rp 5.500,1,,,,,,,
361,,,Giotto super,"Biru muda,20ml",Rp 5.500,1,,,,,,,
362,,,Giotto super,"Ungu,20ml",Rp 5.700,1,,,,,,,
363,,,Giotto super,"Hijau,20ml",Rp 5.500,1,,,,,,,
364,200401C1GCESKT,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 0,Rp 59.500,laushop,KOTA TANGERANG SELATAN,2020-04-01 11:19,2020-04-01 11:19
365,200401CTMCQ4V2,Selesai,Kanvas lukis,20x20,Rp 12.000,2,0.0,Rp 18.000,Rp 42.000,tokomanje,KOTA JAKARTA SELATAN,2020-04-01 18:49,2020-04-01 18:48
366,200401CWWQ8SJH,Selesai,Cat lukis,"Merah,20ml",Rp 5.500,1,0.0,Rp 0,Rp 71.100,deihedwig,KOTA JAKARTA SELATAN,2020-04-01 19:47,2020-04-01 19:47
367,,,Cat lukis,"Pink,20ml",Rp 5.700,1,,,,,,,
368,,,Cat lukis,"Orange,20ml",Rp 5.700,1,,,,,,,
369,,,Cat lukis,"Biru,20ml",Rp 5.500,1,,,,,,,
370,,,Cat lukis,"Ungu,20ml",Rp 5.700,1,,,,,,,
371,,,Cat lukis,"Hijau,20ml",Rp 5.500,1,,,,,,,
372,,,50-100pcs pompom,"50pcs,2cm",Rp 13.500,1,,,,,,,
373,,,Giant waterbeads,"50 gram,Besar",Rp 6.000,4,,,,,,,
374,200401D3NVM4TA,Selesai,Cat lukis,"Merah,20ml",Rp 5.500,1,0.0,Rp 5.000,Rp 59.900,vanessapann,KOTA PALEMBANG,2020-04-01 21:30,2020-04-01 21:30
375,,,Cat lukis,"Pink,20ml",Rp 5.700,1,,,,,,,
376,,,Cat lukis,"Kuning,20ml",Rp 5.500,1,,,,,,,
377,,,Cat lukis,"Biru,20ml",Rp 5.500,1,,,,,,,
378,,,Cat lukis,"Ungu,20ml",Rp 5.700,1,,,,,,,
379,,,Cat lukis,"Hijau,20ml",Rp 5.500,1,,,,,,,
380,,,Scooper scissors,,Rp 21.500,1,,,,,,,
381,200401D56QRP5W,Selesai,Cat lukis,"Merah,20ml",Rp 5.500,1,0.0,Rp 0,Rp 40.400,grey7gracie,KOTA TANGERANG,2020-04-01 21:58,2020-04-01 21:57
382,,,Cat lukis,"Kuning,20ml",Rp 5.500,1,,,,,,,
383,,,Cat lukis,"Biru,20ml",Rp 5.500,1,,,,,,,
384,,,50-100pcs pompom,"100pcs,1,2cm",Rp 11.900,1,,,,,,,
385,,,Kanvas lukis,20x20,Rp 12.000,1,,,,,,,
386,200401D5J88K73,Batal,Deli washable,,Rp 59.500,6,0.0,Rp 39.000,Rp 396.000,lullabystore.id,KOTA TANGERANG,-,2020-04-01 22:04
387,200401D6QU7N1R,Selesai,Deli washable,,Rp 53.000,6,0.0,Rp 39.000,Rp 357.000,lullabystore.id,KOTA TANGERANG,2020-04-01 22:26,2020-04-01 22:25
388,200402DDYJYJT1,Batal,50-100pcs pompom,"100pcs,1,2cm",Rp 11.900,7,0.0,Rp 74.000,Rp 224.620,opi26041977,KOTA MEDAN,-,2020-04-02 00:34
389,,,Giant waterbeads,"10 gram,Besar",Rp 1.500,5,,,,,,,
390,,,Busy jar,,Rp 35.000,1,,,,,,,
391,,,Scooper scissors,,Rp 21.500,1,,,,,,,
392,200402DGUVMTRM,Selesai,50-100pcs pompom,"100pcs,1,2cm",Rp 11.900,7,0.0,Rp 74.000,Rp 217.007,opi26041977,KOTA MEDAN,2020-04-02 01:32,2020-04-02 01:26
393,,,Busy jar,,Rp 35.000,1,,,,,,,
394,,,Scooper scissors,,Rp 21.500,1,,,,,,,
395,200402DNHJBRAU,Selesai,Cat lukis,"Merah,80ml",Rp 16.500,1,0.0,Rp 27.000,Rp 93.000,stevanymeliana,KAB. JEPARA,2020-04-02 10:56,2020-04-02 02:50
396,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
397,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
398,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
399,200402E7SXAF67,Selesai,Giant waterbeads,"50 gram,Kecil",Rp 6.000,1,0.0,Rp 9.000,Rp 15.000,ririnhanrasid,KAB. BEKASI,2020-04-02 08:17,2020-04-02 08:17
400,200402E98AD7WY,Selesai,Cat lukis,"Merah,20ml",Rp 5.500,1,0.0,Rp 22.000,Rp 113.200,ellasoni,KAB. BANDUNG,2020-04-02 08:43,2020-04-02 08:42
401,,,Cat lukis,"Orange,20ml",Rp 5.700,1,,,,,,,
402,,,Cat lukis,"Hijau,20ml",Rp 5.500,1,,,,,,,
403,,,Cat lukis,"Pink,80ml",Rp 17.000,1,,,,,,,
404,,,Cat lukis,"Biru muda,80ml",Rp 16.500,1,,,,,,,
405,,,Cat lukis,"Violet,80ml",Rp 17.000,1,,,,,,,
406,,,Kanvas lukis,20x20,Rp 12.000,2,,,,,,,
407,200402ECSGXX0S,Selesai,50-100pcs pompom,"100pcs,2cm",Rp 25.900,1,0.0,Rp 10.000,Rp 35.900,astari_r,KOTA JAKARTA SELATAN,2020-04-02 09:46,2020-04-02 09:46
408,200402EJD1KJ6S,Selesai,Cat lukis,"Merah,80ml",Rp 16.500,1,0.0,Rp 0,Rp 174.000,cemilyumm,KAB. BEKASI,2020-04-02 11:46,2020-04-02 11:26
409,,,Cat lukis,"Pink,80ml",Rp 17.000,1,,,,,,,
410,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
411,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
412,,,Cat lukis,"Violet,80ml",Rp 17.000,1,,,,,,,
413,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
414,,,Animal play,Fish,Rp 48.500,1,,,,,,,
415,,,Kanvas lukis,20x20,Rp 12.000,2,,,,,,,
416,,,Giant waterbeads,"10 gram,Kecil",Rp 1.500,1,,,,,,,
417,200402EN9FXNNU,Selesai,Cat lukis,"Merah,80ml",Rp 16.500,1,0.0,Rp 7.000,Rp 106.000,akmalarahma,KAB. BATANG,2020-04-02 12:18,2020-04-02 12:18
418,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
419,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
420,,,Cat lukis,"Hijau,80ml",Rp 16.500,1,,,,,,,
421,,,Cat lukis,"Hitam,80ml",Rp 16.500,1,,,,,,,
422,,,Cat lukis,"Putih,80ml",Rp 16.500,1,,,,,,,
423,200402EP6PC00P,Selesai,Cat lukis,"Merah,20ml",Rp 5.500,3,0.0,Rp 24.000,Rp 153.500,milanka,KOTA JAKARTA SELATAN,2020-04-02 13:08,2020-04-02 12:34
424,,,Cat lukis,"Pink,20ml",Rp 5.700,2,,,,,,,
425,,,Cat lukis,"Orange,20ml",Rp 5.700,3,,,,,,,
426,,,Cat lukis,"Kuning,20ml",Rp 5.500,3,,,,,,,
427,,,Cat lukis,"Biru,20ml",Rp 5.500,3,,,,,,,
428,,,Cat lukis,"Hijau,20ml",Rp 5.500,3,,,,,,,
429,,,Cat lukis,"Putih,20ml",Rp 5.500,2,,,,,,,
430,,,Kanvas lukis,20x20,Rp 12.000,2,,,,,,,
431,200402EQX8NMPE,Selesai,Animal play,Fish,Rp 48.500,2,0.0,Rp 18.000,Rp 116.725,yoan.rahma,KOTA JAKARTA SELATAN,2020-04-02 13:06,2020-04-02 13:05
432,200402F3SWM4HS,Selesai,Sort the,Pompom - ulat,Rp 68.500,1,0.0,Rp 18.000,Rp 86.500,dborah,KOTA JAKARTA SELATAN,2020-04-02 16:39,2020-04-02 16:38
433,200402FFGAJ81Y,Selesai,Cat lukis,"Merah,20ml",Rp 5.500,1,0.0,Rp 0,Rp 27.700,ganawati07,KOTA SURAKARTA (SOLO),2020-04-02 20:15,2020-04-02 20:07
434,,,Cat lukis,"Pink,20ml",Rp 5.700,1,,,,,,,
435,,,Cat lukis,"Kuning,20ml",Rp 5.500,1,,,,,,,
436,,,Cat lukis,"Biru,20ml",Rp 5.500,1,,,,,,,
437,,,Cat lukis,"Hijau,20ml",Rp 5.500,1,,,,,,,
438,200402FFMM78MM,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 0,Rp 59.500,shinta.goenawan,KOTA DEPOK,2020-04-02 20:11,2020-04-02 20:09
439,200402FK8BUQ1M,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 0,Rp 60.690,168vapeshop,KOTA JAKARTA UTARA,2020-04-02 21:16,2020-04-02 21:14
440,200403H8SVP53U,Selesai,Cat lukis,"Merah,20ml",Rp 5.500,6,3533.0,Rp 0,Rp 29.467,taupik_nrs,KAB. BEKASI,2020-04-03 13:16,2020-04-03 13:12
441,200403HME7HHT6,Batal,Deli washable,,Rp 59.500,1,0.0,Rp 25.000,Rp 142.000,endahunyuuu,KOTA PALEMBANG,-,2020-04-03 16:41
442,,,Cat lukis,"Merah,20ml",Rp 5.500,1,,,,,,,
443,,,Cat lukis,"Kuning,20ml",Rp 5.500,1,,,,,,,
444,,,Cat lukis,"Biru,20ml",Rp 5.500,1,,,,,,,
445,,,Giant waterbeads,"50 gram,Kecil",Rp 6.000,1,,,,,,,
446,,,Busy jar,,Rp 35.000,1,,,,,,,
447,200403HV51S2V9,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 5.000,Rp 92.500,endahunyuuu,KOTA PALEMBANG,2020-04-03 18:59,2020-04-03 18:59
448,,,Cat lukis,"Merah,20ml",Rp 5.500,1,,,,,,,
449,,,Cat lukis,"Kuning,20ml",Rp 5.500,1,,,,,,,
450,,,Cat lukis,"Biru,20ml",Rp 5.500,1,,,,,,,
451,,,Cat lukis,"Hitam,20ml",Rp 5.500,1,,,,,,,
452,,,Giant waterbeads,"50 gram,Kecil",Rp 6.000,1,,,,,,,
453,200403J3X9MN2D,Selesai,Kanvas lukis,,Rp 12.500,3,0.0,Rp 0,Rp 49.995,ratujulia,KOTA SERANG,2020-04-03 21:18,2020-04-03 21:18
454,,,Giant waterbeads,"50 gram,Kecil",Rp 6.000,2,,,,,,,
455,200404JB2TSG8B,Selesai,Cat lukis,"Merah,80ml",Rp 16.500,1,20020.0,Rp 0,Rp 78.980,maxflow,KOTA BANDUNG,2020-04-03 23:26,2020-04-03 23:26
456,,,Cat lukis,"Kuning,80ml",Rp 16.500,1,,,,,,,
457,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
458,,,Cat lukis,"Hitam,80ml",Rp 16.500,1,,,,,,,
459,,,Cat lukis,"Putih,80ml",Rp 16.500,2,,,,,,,
460,200404JJS6F76N,Selesai,Cat lukis,"Merah,20ml",Rp 5.500,1,0.0,Rp 0,Rp 33.000,arnikaheydi,KAB. BEKASI,2020-04-04 01:44,2020-04-04 01:44
461,,,Cat lukis,"Kuning,20ml",Rp 5.500,1,,,,,,,
462,,,Cat lukis,"Biru,20ml",Rp 5.500,1,,,,,,,
463,,,Cat lukis,"Hijau,20ml",Rp 5.500,1,,,,,,,
464,,,Cat lukis,"Hitam,20ml",Rp 5.500,1,,,,,,,
465,,,Cat lukis,"Putih,20ml",Rp 5.500,1,,,,,,,
466,200404K27YDAMM,Selesai,Cat lukis,"Hitam,20ml",Rp 5.500,1,0.0,Rp 0,Rp 11.110,irasikebo,KAB. BOGOR,2020-04-04 06:21,2020-04-04 06:20
467,,,Cat lukis,"Putih,20ml",Rp 5.500,1,,,,,,,
468,200404K7D383FF,Batal,Cat lukis,"Merah,20ml",Rp 5.500,1,0.0,Rp 0,Rp 34.500,venybarlianty,KOTA SEMARANG,-,2020-04-04 07:53
469,,,Cat lukis,"Kuning,20ml",Rp 5.500,1,,,,,,,
470,,,Cat lukis,"Biru,20ml",Rp 5.500,1,,,,,,,
471,,,Cat lukis,"Hijau,20ml",Rp 5.500,1,,,,,,,
472,,,Kanvas lukis,,Rp 12.500,1,,,,,,,
473,200404K7GYJCU6,Selesai,Cat lukis,"Merah,20ml",Rp 5.500,1,0.0,Rp 0,Rp 29.000,venybarlianty,KOTA SEMARANG,2020-04-04 07:55,2020-04-04 07:55
474,,,Cat lukis,"Kuning,20ml",Rp 5.500,1,,,,,,,
475,,,Cat lukis,"Biru,20ml",Rp 5.500,1,,,,,,,
476,,,Kanvas lukis,,Rp 12.500,1,,,,,,,
477,200404KAJTPC1U,Selesai,Deli washable,,Rp 59.500,1,181.0,Rp 0,Rp 81.319,dearowl,KOTA JAKARTA BARAT,2020-04-04 08:50,2020-04-04 08:50
478,,,Cat lukis,"Merah,20ml",Rp 5.500,1,,,,,,,
479,,,Cat lukis,"Kuning,20ml",Rp 5.500,1,,,,,,,
480,,,Cat lukis,"Biru muda,20ml",Rp 5.500,1,,,,,,,
481,,,Cat lukis,"Putih,20ml",Rp 5.500,1,,,,,,,
482,200404KC75VTHU,Selesai,Scooper scissors,,Rp 21.500,1,0.0,Rp 0,Rp 21.500,littlebootee,KOTA JAKARTA BARAT,2020-04-04 09:19,2020-04-04 09:19
483,200404KG8EX3EV,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 0,Rp 59.500,faithjill,KOTA JAKARTA UTARA,2020-04-04 10:31,2020-04-04 10:31
484,200404KHA5WSBY,Selesai,Giant waterbeads,"50 gram,Kecil",Rp 6.000,1,0.0,Rp 0,Rp 6.000,iluzshakirathalib,KOTA BOGOR,2020-04-04 10:51,2020-04-04 10:50
485,200404KJYTWDTW,Selesai,Cat lukis,"Kuning,80ml",Rp 16.500,1,22.0,Rp 0,Rp 65.978,hoolahoop_eve,KOTA TANGERANG,2020-04-04 11:20,2020-04-04 11:20
486,,,Cat lukis,"Biru,80ml",Rp 16.500,1,,,,,,,
487,,,Cat lukis,"Hitam,80ml",Rp 16.500,1,,,,,,,
488,,,Cat lukis,"Putih,80ml",Rp 16.500,1,,,,,,,
489,200404KPVMY81X,Selesai,Kanvas lukis,,Rp 12.500,3,0.0,Rp 0,Rp 37.500,robbykrisnaldo,KOTA JAKARTA SELATAN,2020-04-04 12:33,2020-04-04 12:30
490,200404KYJ8JW4Y,Selesai,Cat lukis,"Pink,80ml",Rp 17.000,1,0.0,Rp 9.000,Rp 42.500,sisstaaaaahh,KOTA JAKARTA TIMUR,2020-04-04 15:05,2020-04-04 15:05
491,,,Cat lukis,"Hitam,80ml",Rp 16.500,1,,,,,,,
492,200404M0GG96KT,Selesai,Deli washable,,Rp 59.500,1,0.0,Rp 0,Rp 59.500,connie.1112,KAB. BANDUNG,2020-04-04 15:22,2020-04-04 15:22
493,200404M0WBTM99,Selesai,Cat lukis,"Merah,20ml",Rp 5.500,1,0.0,Rp 0,Rp 16.500,ayes_nariswari,KOTA TANGERANG SELATAN,2020-04-04 15:29,2020-04-04 15:29
494,,,Cat lukis,"Kuning,20ml",Rp 5.500,1,,,,,,,
495,,,Cat lukis,"Biru,20ml",Rp 5.500,1,,,,,,,
496,200404M5AJ0DTF,Selesai,Cat lukis,"Biru,20ml",Rp 5.500,1,0.0,Rp 0,Rp 11.000,wentysoekardi,KOTA JAKARTA TIMUR,2020-04-04 16:48,2020-04-04 16:48
497,,,Cat lukis,"Hijau,20ml",Rp 5.500,1,,,,,,,
498,200404MHM74RU3,Selesai,Cat lukis,"Merah,20ml",Rp 5.500,1,0.0,Rp 0,Rp 50.100,eunikedy,KOTA SURAKARTA (SOLO),2020-04-04 20:28,2020-04-04 20:28
499,,,Cat lukis,"Pink,20ml",Rp 5.700,1,,,,,,,
500,,,Cat lukis,"Orange,20ml",Rp 5.700,1,,,,,,,
501,,,Cat lukis,"Kuning,20ml",Rp 5.500,1,,,,,,,
502,,,Cat lukis,"Biru,20ml",Rp 5.500,1,,,,,,,
503,,,Cat lukis,"Biru muda,20ml",Rp 5.500,1,,,,,,,
504,,,Cat lukis,"Ungu,20ml",Rp 5.700,1,,,,,,,
505,,,Cat lukis,"Hijau,20ml",Rp 5.500,1,,,,,,,
506,,,Cat lukis,"Hitam,20ml",Rp 5.500,1,,,,,,,
